"STATISTIC","Statistic Label","C02199V02655","Sex","C03367V04052","County and City","TLIST(A1)","CensusYear","C02076V03371","Age Group","UNIT","VALUE"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2011","2011","630","85 years and over","Number","1693"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","-","All ages","Number","222504"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","205","0 - 4 years","Number","17314"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","245","5 - 9 years","Number","19124"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","265","10 - 14 years","Number","17122"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","300","15 - 19 years","Number","15479"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","365","20 - 24 years","Number","12478"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","410","25 - 29 years","Number","12246"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","440","30 - 34 years","Number","17030"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","460","35 - 39 years","Number","19422"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","475","40 - 44 years","Number","18693"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","495","45 - 49 years","Number","16235"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","515","50 - 54 years","Number","13916"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","530","55 - 59 years","Number","11611"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","550","60 - 64 years","Number","9820"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","565","65 - 69 years","Number","8333"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","580","70 - 74 years","Number","5869"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","595","75 - 79 years","Number","3573"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","610","80 - 84 years","Number","2270"
"E2022","Population 2011 to 2016","-","Both sexes","KE","Kildare","2016","2016","630","85 years and over","Number","1969"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","-","All ages","Number","95419"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","205","0 - 4 years","Number","7501"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","245","5 - 9 years","Number","6925"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","265","10 - 14 years","Number","6774"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","300","15 - 19 years","Number","6080"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","365","20 - 24 years","Number","5182"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","410","25 - 29 years","Number","6399"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","440","30 - 34 years","Number","7568"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","460","35 - 39 years","Number","7628"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","475","40 - 44 years","Number","6880"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","495","45 - 49 years","Number","6567"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","515","50 - 54 years","Number","6138"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","530","55 - 59 years","Number","5365"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","550","60 - 64 years","Number","4722"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","565","65 - 69 years","Number","3845"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","580","70 - 74 years","Number","2748"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","595","75 - 79 years","Number","2229"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","610","80 - 84 years","Number","1518"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2011","2011","630","85 years and over","Number","1350"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","-","All ages","Number","99232"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","205","0 - 4 years","Number","7112"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","245","5 - 9 years","Number","7601"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","265","10 - 14 years","Number","7053"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","300","15 - 19 years","Number","6548"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","365","20 - 24 years","Number","4663"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","410","25 - 29 years","Number","5291"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","440","30 - 34 years","Number","6696"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","460","35 - 39 years","Number","7801"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","475","40 - 44 years","Number","7671"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","495","45 - 49 years","Number","6869"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","515","50 - 54 years","Number","6520"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","530","55 - 59 years","Number","6027"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","550","60 - 64 years","Number","5327"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","565","65 - 69 years","Number","4636"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","580","70 - 74 years","Number","3625"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","595","75 - 79 years","Number","2474"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","610","80 - 84 years","Number","1758"
"E2022","Population 2011 to 2016","-","Both sexes","KK","Kilkenny","2016","2016","630","85 years and over","Number","1560"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","-","All ages","Number","80559"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","205","0 - 4 years","Number","7538"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","245","5 - 9 years","Number","6608"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","265","10 - 14 years","Number","5767"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","300","15 - 19 years","Number","4666"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","365","20 - 24 years","Number","4708"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","410","25 - 29 years","Number","6315"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","440","30 - 34 years","Number","7094"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","460","35 - 39 years","Number","6570"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","475","40 - 44 years","Number","6057"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","495","45 - 49 years","Number","5200"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","515","50 - 54 years","Number","4628"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","530","55 - 59 years","Number","3975"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","550","60 - 64 years","Number","3333"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","565","65 - 69 years","Number","2664"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","580","70 - 74 years","Number","1946"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","595","75 - 79 years","Number","1556"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","610","80 - 84 years","Number","1109"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2011","2011","630","85 years and over","Number","825"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","-","All ages","Number","84697"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","205","0 - 4 years","Number","6644"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","245","5 - 9 years","Number","7583"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","265","10 - 14 years","Number","6585"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","300","15 - 19 years","Number","5328"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","365","20 - 24 years","Number","4107"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","410","25 - 29 years","Number","4899"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","440","30 - 34 years","Number","6679"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","460","35 - 39 years","Number","7205"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","475","40 - 44 years","Number","6365"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","495","45 - 49 years","Number","5942"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","515","50 - 54 years","Number","5165"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","530","55 - 59 years","Number","4624"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","550","60 - 64 years","Number","3963"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","565","65 - 69 years","Number","3253"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","580","70 - 74 years","Number","2523"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","595","75 - 79 years","Number","1671"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","610","80 - 84 years","Number","1194"
"E2022","Population 2011 to 2016","-","Both sexes","LS","Laois","2016","2016","630","85 years and over","Number","967"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","-","All ages","Number","39000"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","205","0 - 4 years","Number","3241"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","245","5 - 9 years","Number","3074"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","265","10 - 14 years","Number","2730"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","300","15 - 19 years","Number","2371"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","365","20 - 24 years","Number","2157"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","410","25 - 29 years","Number","2718"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","440","30 - 34 years","Number","2985"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","460","35 - 39 years","Number","2880"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","475","40 - 44 years","Number","2807"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","495","45 - 49 years","Number","2480"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","515","50 - 54 years","Number","2344"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","530","55 - 59 years","Number","2272"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","550","60 - 64 years","Number","2058"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","565","65 - 69 years","Number","1633"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","580","70 - 74 years","Number","1127"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","595","75 - 79 years","Number","957"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","610","80 - 84 years","Number","628"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2011","2011","630","85 years and over","Number","538"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","-","All ages","Number","40873"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","205","0 - 4 years","Number","3051"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","245","5 - 9 years","Number","3386"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","265","10 - 14 years","Number","3071"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","300","15 - 19 years","Number","2603"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","365","20 - 24 years","Number","1954"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","410","25 - 29 years","Number","2225"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","440","30 - 34 years","Number","2784"
"E2022","Population 2011 to 2016","-","Both sexes","LD","Longford","2016","2016","460","35 - 39 years","Number","3197"
